Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status,Latitudes,Longitudes
1005895,Esvres,"Esvres,Centre,France",20317,FR,City,Active,47.28537,0.78588
1005896,Fondettes,"Fondettes,Centre,France",20317,FR,City,Active,47.4035,0.59686
1005897,Gien,"Gien,Centre,France",20317,FR,City,Active,47.69332,2.63094
1005898,Issoudun,"Issoudun,Centre,France",20317,FR,City,Active,46.06116,2.14397
1005899,Joue-les-Tours,"Joue-les-Tours,Centre,France",20317,FR,City,Active,47.35223,0.66906
1005900,Jouy,"Jouy,Centre,France",20317,FR,City,Active,48.51005,1.54501
1005901,La Membrolle-sur-Choisille,"La Membrolle-sur-Choisille,Centre,France",20317,FR,City,Active,47.43719,0.63163
1005902,Montereau,"Montereau,Centre,France",20317,FR,City,Active,47.85626,2.57339
1005903,Nogent-le-Rotrou,"Nogent-le-Rotrou,Centre,France",20317,FR,City,Active,48.31667,0.83333
1005904,Orleans,"Orleans,Centre,France",20317,FR,City,Active,47.90289,1.90389
1005905,Rochecorbon,"Rochecorbon,Centre,France",20317,FR,City,Active,47.41658,0.75521
1005906,Saint-Aignan,"Saint-Aignan,Centre,France",20317,FR,City,Active,48.18146,-3.01477
1005907,Saint-Avertin,"Saint-Avertin,Centre,France",20317,FR,City,Active,47.36357,0.73993
1005908,Saint-Cyr-sur-Loire,"Saint-Cyr-sur-Loire,Centre,France",20317,FR,City,Active,47.4,0.66667
1005909,Saint-Jean-de-la-Ruelle,"Saint-Jean-de-la-Ruelle,Centre,France",20317,FR,City,Active,47.91127,1.86483
1005910,Tours,"Tours,Centre,France",20317,FR,City,Active,45.70954,5.53445
1005911,Vasselay,"Vasselay,Centre,France",20317,FR,City,Active,47.15686,2.38963
1005912,Vendome,"Vendome,Centre,France",20317,FR,City,Active,47.8,1.06667
1005913,Vineuil,"Vineuil,Centre,France",20317,FR,City,Active,46.90038,1.63543
1005914,Aubrives,"Aubrives,Champagne-Ardenne,France",20318,FR,City,Active,50.10252,4.76309
1005915,Balaives et Butz,"Balaives et Butz,Champagne-Ardenne,France",20318,FR,City,Active,49.6724,4.73375
1005916,Bercenay-en-Othe,"Bercenay-en-Othe,Champagne-Ardenne,France",20318,FR,City,Active,48.20881,3.89305
1005917,Chalons-en-Champagne,"Chalons-en-Champagne,Champagne-Ardenne,France",20318,FR,City,Active,48.95393,4.36724
1005918,Chalons-sur-Marne,"Chalons-sur-Marne,Champagne-Ardenne,France",20318,FR,City,Active,48.95393,4.36724
1005919,Charleville-Mezieres,"Charleville-Mezieres,Champagne-Ardenne,France",20318,FR,City,Active,49.76667,4.71667
1005920,Chaumont,"Chaumont,Champagne-Ardenne,France",20318,FR,City,Active,46.84525,2.75335
1005921,Corbeil,"Corbeil,Champagne-Ardenne,France",20318,FR,City,Active,48.57727,4.42634
1005922,Creney-pres-Troyes,"Creney-pres-Troyes,Champagne-Ardenne,France",20318,FR,City,Active,48.33333,4.13333
1005923,Epernay,"Epernay,Champagne-Ardenne,France",20318,FR,City,Active,47.18087,5.03333
1005924,Joinville,"Joinville,Champagne-Ardenne,France",20318,FR,City,Active,48.44363,5.14144
1005925,Reims,"Reims,Champagne-Ardenne,France",20318,FR,City,Active,48.71863,4.66847
1005926,Roscoff,"Roscoff,Brittany,France",20316,FR,City,Active,48.72381,-3.98709
1005927,Saint-Andre-les-Vergers,"Saint-Andre-les-Vergers,Champagne-Ardenne,France",20318,FR,City,Active,48.28527,4.0521
1005928,Taissy,"Taissy,Champagne-Ardenne,France",20318,FR,City,Active,49.21509,4.09406
1005929,Troyes,"Troyes,Champagne-Ardenne,France",20318,FR,City,Active,48.3,4.08333
1005930,Ajaccio,"Ajaccio,Corsica,France",20319,FR,City,Active,41.92723,8.73462
1005931,Bastia,"Bastia,Corsica,France",20319,FR,City,Active,42.70278,9.45
1005932,Calvi,"Calvi,Corsica,France",20319,FR,City,Active,42.56604,8.75713
1005933,Corte,"Corte,Corsica,France",20319,FR,City,Active,42.3,9.15
1005934,Amance,"Amance,Franche-Comte,France",20320,FR,City,Active,48.75425,6.28153
1005935,Baume-les-Dames,"Baume-les-Dames,Franche-Comte,France",20320,FR,City,Active,47.35295,6.36117
1005936,Belfort,"Belfort,Franche-Comte,France",20320,FR,City,Active,44.26852,1.54388
1005937,Besancon,"Besancon,Franche-Comte,France",20320,FR,City,Active,47.24878,6.01815
1005938,Chemin,"Chemin,Franche-Comte,France",20320,FR,City,Active,46.9807,5.31425
1005939,Fougerolles,"Fougerolles,Franche-Comte,France",20320,FR,City,Active,46.56343,1.86781
1005940,Herimoncourt,"Herimoncourt,Franche-Comte,France",20320,FR,City,Active,47.44284,6.88242
1005941,Mandeure,"Mandeure,Franche-Comte,France",20320,FR,City,Active,47.44921,6.80762
1005942,Montbeliard,"Montbeliard,Franche-Comte,France",20320,FR,City,Active,47.51667,6.8
1005943,Poligny,"Poligny,Franche-Comte,France",20320,FR,City,Active,46.83712,5.70504
1005944,Saint-Sauveur,"Saint-Sauveur,Franche-Comte,France",20320,FR,City,Active,47.8053,6.38583
1005945,Valentigney,"Valentigney,Franche-Comte,France",20320,FR,City,Active,47.46388,6.83168
1005946,Acheres-la-Foret,"Acheres-la-Foret,Ile-de-France,France",20321,FR,City,Active,48.35458,2.57035
1005947,Alfortville,"Alfortville,Ile-de-France,France",20321,FR,City,Active,48.80575,2.4204
1005948,Antony,"Antony,Ile-de-France,France",20321,FR,City,Active,44.95628,-0.53341
1005949,Arcueil,"Arcueil,Ile-de-France,France",20321,FR,City,Active,48.79993,2.33256
1005950,Argenteuil,"Argenteuil,Ile-de-France,France",20321,FR,City,Active,47.75585,4.11
1005951,Asnieres-sur-Seine,"Asnieres-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.91667,2.28333
1005952,Athis-Mons,"Athis-Mons,Ile-de-France,France",20321,FR,City,Active,48.70522,2.39147
1005953,Aubergenville,"Aubergenville,Ile-de-France,France",20321,FR,City,Active,48.95996,1.85467
1005954,Aubervilliers,"Aubervilliers,Ile-de-France,France",20321,FR,City,Active,48.91667,2.38333
1005955,Auvers-sur-Oise,"Auvers-sur-Oise,Ile-de-France,France",20321,FR,City,Active,49.07158,2.16978
1005956,Avon,"Avon,Ile-de-France,France",20321,FR,City,Active,48.40219,2.72022
1005957,Bagneux,"Bagneux,Ile-de-France,France",20321,FR,City,Active,48.79564,2.30796
1005958,Bagnolet,"Bagnolet,Ile-de-France,France",20321,FR,City,Active,48.86667,2.41667
1005959,Beynes,"Beynes,Ile-de-France,France",20321,FR,City,Active,48.85626,1.87261
1005960,Bezons,"Bezons,Ile-de-France,France",20321,FR,City,Active,48.92426,2.2128
1005961,Bievres,"Bievres,Ile-de-France,France",20321,FR,City,Active,48.75772,2.21881
1005962,Bobigny,"Bobigny,Ile-de-France,France",20321,FR,City,Active,48.9,2.45
1005963,Bois d'Arcy,"Bois d'Arcy,Ile-de-France,France",20321,FR,City,Active,48.79966,2.02325
1005964,Bois-Colombes,"Bois-Colombes,Ile-de-France,France",20321,FR,City,Active,48.91936,2.27485
1005965,Bondoufle,"Bondoufle,Ile-de-France,France",20321,FR,City,Active,48.61294,2.37775
1005966,Bondy,"Bondy,Ile-de-France,France",20321,FR,City,Active,48.9018,2.48931
1005967,Bonneuil-sur-Marne,"Bonneuil-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.7695,2.4793
1005968,Boullay-les-Troux,"Boullay-les-Troux,Ile-de-France,France",20321,FR,City,Active,48.67884,2.04892
1005969,Boulogne-Billancourt,"Boulogne-Billancourt,Ile-de-France,France",20321,FR,City,Active,48.83333,2.25
1005970,Bourg-la-Reine,"Bourg-la-Reine,Ile-de-France,France",20321,FR,City,Active,48.77888,2.31781
1005971,Bretigny-sur-Orge,"Bretigny-sur-Orge,Ile-de-France,France",20321,FR,City,Active,48.61135,2.30593
1005972,Brie-Comte-Robert,"Brie-Comte-Robert,Ile-de-France,France",20321,FR,City,Active,48.68333,2.61667
1005973,Buc,"Buc,Ile-de-France,France",20321,FR,City,Active,48.77627,2.12577
1005974,Bures-sur-Yvette,"Bures-sur-Yvette,Ile-de-France,France",20321,FR,City,Active,48.69981,2.17064
1005975,Cachan,"Cachan,Ile-de-France,France",20321,FR,City,Active,48.79632,2.33661
1005976,Cergy,"Cergy,Ile-de-France,France",20321,FR,City,Active,49.03645,2.07613
1005977,Cesson,"Cesson,Ile-de-France,France",20321,FR,City,Active,48.56204,2.60816
1005978,Chailly-en-Biere,"Chailly-en-Biere,Ile-de-France,France",20321,FR,City,Active,48.46701,2.60785
1005979,Chambourcy,"Chambourcy,Ile-de-France,France",20321,FR,City,Active,48.90655,2.041
1005980,Champlan,"Champlan,Ile-de-France,France",20321,FR,City,Active,48.70823,2.27975
1005981,Champs-sur-Marne,"Champs-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.85,2.6
1005982,Charenton-le-Pont,"Charenton-le-Pont,Ile-de-France,France",20321,FR,City,Active,48.82209,2.41217
1005983,Chatenay-Malabry,"Chatenay-Malabry,Ile-de-France,France",20321,FR,City,Active,48.76507,2.26655
1005984,Chatillon,"Chatillon,Ile-de-France,France",20321,FR,City,Active,48.8024,2.29346
1005985,Chatou,"Chatou,Ile-de-France,France",20321,FR,City,Active,48.8898,2.15863
1005986,Chavenay,"Chavenay,Ile-de-France,France",20321,FR,City,Active,48.85437,1.99163
1005987,Chevilly Larue,"Chevilly Larue,Ile-de-France,France",20321,FR,City,Active,48.76476,2.3503
1005988,Chilly-Mazarin,"Chilly-Mazarin,Ile-de-France,France",20321,FR,City,Active,48.71489,2.31638
1005989,Choisy-le-Roi,"Choisy-le-Roi,Ile-de-France,France",20321,FR,City,Active,48.76846,2.41874
1005990,Clamart,"Clamart,Ile-de-France,France",20321,FR,City,Active,48.80299,2.26692
1005991,Claye-Souilly,"Claye-Souilly,Ile-de-France,France",20321,FR,City,Active,48.94492,2.68566
1005992,Clichy-sous-Bois,"Clichy-sous-Bois,Ile-de-France,France",20321,FR,City,Active,48.9102,2.55323
1005993,Coignieres,"Coignieres,Ile-de-France,France",20321,FR,City,Active,48.7501,1.92082
1005994,Colombes,"Colombes,Ile-de-France,France",20321,FR,City,Active,48.91882,2.25404
1005995,Corbeil-Essonnes,"Corbeil-Essonnes,Ile-de-France,France",20321,FR,City,Active,48.60603,2.48757
1005996,Coubron,"Coubron,Ile-de-France,France",20321,FR,City,Active,48.91667,2.58333
1005997,Coulommiers,"Coulommiers,Ile-de-France,France",20321,FR,City,Active,48.81451,3.08498
1005998,Courbevoie,"Courbevoie,Ile-de-France,France",20321,FR,City,Active,48.89672,2.25666
1005999,Courcouronnes,"Courcouronnes,Ile-de-France,France",20321,FR,City,Active,48.61429,2.40762
1006000,Courdimanche,"Courdimanche,Ile-de-France,France",20321,FR,City,Active,49.03513,2.00096
1006001,Creteil,"Creteil,Ile-de-France,France",20321,FR,City,Active,48.78333,2.46667
1006002,Croissy-Beaubourg,"Croissy-Beaubourg,Ile-de-France,France",20321,FR,City,Active,48.8283,2.66964
1006003,Crosne,"Crosne,Ile-de-France,France",20321,FR,City,Active,48.71922,2.45728
1006004,Dammarie-les-Lys,"Dammarie-les-Lys,Ile-de-France,France",20321,FR,City,Active,48.51667,2.65
1006005,Dampmart,"Dampmart,Ile-de-France,France",20321,FR,City,Active,48.88854,2.74095
1006006,Deuil-la-Barre,"Deuil-la-Barre,Ile-de-France,France",20321,FR,City,Active,48.97674,2.32722
1006007,Dourdan,"Dourdan,Ile-de-France,France",20321,FR,City,Active,48.52772,2.01113
1006008,Draveil,"Draveil,Ile-de-France,France",20321,FR,City,Active,48.68466,2.41418
1006009,Elancourt,"Elancourt,Ile-de-France,France",20321,FR,City,Active,48.7842,1.9552
1006010,Emerainville,"Emerainville,Ile-de-France,France",20321,FR,City,Active,48.81276,2.62139
1006011,Epinay-sur-Orge,"Epinay-sur-Orge,Ile-de-France,France",20321,FR,City,Active,48.67338,2.31074
1006012,Epinay-sur-Seine,"Epinay-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.9535,2.31514
1006013,Eragny,"Eragny,Ile-de-France,France",20321,FR,City,Active,49.01667,2.1
1006014,Ermont,"Ermont,Ile-de-France,France",20321,FR,City,Active,48.99004,2.25804
1006015,Etampes,"Etampes,Ile-de-France,France",20321,FR,City,Active,49.03464,3.41893
1006016,Evry,"Evry,Ile-de-France,France",20321,FR,City,Active,48.26489,3.25789
1006017,Feucherolles,"Feucherolles,Ile-de-France,France",20321,FR,City,Active,48.87002,1.97402
1006018,Fontainebleau,"Fontainebleau,Ile-de-France,France",20321,FR,City,Active,48.4,2.7
1006019,Fontenay-aux-Roses,"Fontenay-aux-Roses,Ile-de-France,France",20321,FR,City,Active,48.79325,2.29275
1006020,Fontenay-le-Fleury,"Fontenay-le-Fleury,Ile-de-France,France",20321,FR,City,Active,48.81253,2.04863
1006021,Fontenay-sous-Bois,"Fontenay-sous-Bois,Ile-de-France,France",20321,FR,City,Active,48.85442,2.48268
1006022,Franconville,"Franconville,Ile-de-France,France",20321,FR,City,Active,48.98333,2.23333
1006023,Gaillon-sur-Montcient,"Gaillon-sur-Montcient,Ile-de-France,France",20321,FR,City,Active,49.03333,1.9
1006024,Garches,"Garches,Ile-de-France,France",20321,FR,City,Active,48.84226,2.18232
1006025,Gennevilliers,"Gennevilliers,Ile-de-France,France",20321,FR,City,Active,48.93333,2.3
1006026,Gentilly,"Gentilly,Ile-de-France,France",20321,FR,City,Active,48.81294,2.3417
1006027,Gif-sur-Yvette,"Gif-sur-Yvette,Ile-de-France,France",20321,FR,City,Active,48.68333,2.13333
1006028,Goussainville,"Goussainville,Ile-de-France,France",20321,FR,City,Active,49.01367,2.46595
1006029,Gregy sur Yerre,"Gregy sur Yerre,Ile-de-France,France",20321,FR,Neighborhood,Active,"",""
1006030,Grignon,"Grignon,Ile-de-France,France",20321,FR,Neighborhood,Active,"",""
1006031,Guerville,"Guerville,Ile-de-France,France",20321,FR,City,Active,48.94388,1.73429
1006032,Guyancourt,"Guyancourt,Ile-de-France,France",20321,FR,City,Active,48.77334,2.07393
1006033,Igny,"Igny,Ile-de-France,France",20321,FR,City,Active,48.74437,2.22428
1006034,Issy-les-Moulineaux,"Issy-les-Moulineaux,Ile-de-France,France",20321,FR,City,Active,48.82104,2.27718
1006035,Ivry-sur-Seine,"Ivry-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.81568,2.38487
1006036,Jouy-en-Josas,"Jouy-en-Josas,Ile-de-France,France",20321,FR,City,Active,48.75909,2.16966
1006037,L'Etang-la-Ville,"L'Etang-la-Ville,Ile-de-France,France",20321,FR,City,Active,48.86954,2.05732
1006038,La Courneuve,"La Courneuve,Ile-de-France,France",20321,FR,City,Active,48.92805,2.39627
1006039,Le Parvis,"Le Parvis,Ile-de-France,France",20321,FR,Neighborhood,Active,"",""
1006040,Lagny-sur-Marne,"Lagny-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.86667,2.71667
1006041,Le Blanc-Mesnil,"Le Blanc-Mesnil,Ile-de-France,France",20321,FR,City,Active,48.93872,2.46138
1006042,Le Chesnay,"Le Chesnay,Ile-de-France,France",20321,FR,City,Active,48.8222,2.12213
1006043,Le Kremlin-Bicetre,"Le Kremlin-Bicetre,Ile-de-France,France",20321,FR,City,Active,48.81471,2.36073
1006044,Le Mee-sur-Seine,"Le Mee-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.53157,2.62829
1006045,Le Pecq,"Le Pecq,Ile-de-France,France",20321,FR,City,Active,48.89317,2.10371
1006046,Le Plessis-Robinson,"Le Plessis-Robinson,Ile-de-France,France",20321,FR,City,Active,48.78889,2.27078
1006047,Le Plessis-Bouchard,"Le Plessis-Bouchard,Ile-de-France,France",20321,FR,City,Active,49,2.23333
1006048,Le Plessis-Pate,"Le Plessis-Pate,Ile-de-France,France",20321,FR,City,Active,48.61078,2.32318
1006049,Le Plessis-Trevise,"Le Plessis-Trevise,Ile-de-France,France",20321,FR,City,Active,48.81074,2.57363
1006050,Le Raincy,"Le Raincy,Ile-de-France,France",20321,FR,City,Active,48.89917,2.52306
1006051,Le Vesinet,"Le Vesinet,Ile-de-France,France",20321,FR,City,Active,48.89281,2.13308
1006052,Les Clayes-sous-Bois,"Les Clayes-sous-Bois,Ile-de-France,France",20321,FR,City,Active,48.82206,1.98677
1006053,Les Ulis,"Les Ulis,Ile-de-France,France",20321,FR,City,Active,48.68167,2.16944
1006054,Les Loges-en-Josas,"Les Loges-en-Josas,Ile-de-France,France",20321,FR,City,Active,48.76377,2.14002
1006055,Levallois-Perret,"Levallois-Perret,Ile-de-France,France",20321,FR,City,Active,48.89389,2.28864
1006056,Lisses,"Lisses,Ile-de-France,France",20321,FR,City,Active,48.60222,2.42246
1006057,Lognes,"Lognes,Ile-de-France,France",20321,FR,City,Active,48.83541,2.62998
1006058,Louveciennes,"Louveciennes,Ile-de-France,France",20321,FR,City,Active,48.86116,2.11463
1006059,Magny-les-Hameaux,"Magny-les-Hameaux,Ile-de-France,France",20321,FR,City,Active,48.74345,2.06154
1006060,Maisons-Alfort,"Maisons-Alfort,Ile-de-France,France",20321,FR,City,Active,48.81171,2.43945
1006061,Maisons-Laffitte,"Maisons-Laffitte,Ile-de-France,France",20321,FR,City,Active,48.95264,2.14521
1006062,Malakoff,"Malakoff,Ile-de-France,France",20321,FR,City,Active,48.81999,2.29998
1006063,Mantes-la-Jolie,"Mantes-la-Jolie,Ile-de-France,France",20321,FR,City,Active,48.98333,1.71667
1006064,Marcoussis,"Marcoussis,Ile-de-France,France",20321,FR,City,Active,48.64026,2.23858
1006065,Marly-le-Roi,"Marly-le-Roi,Ile-de-France,France",20321,FR,City,Active,48.86667,2.08333
1006066,Marne-la-Vallee,"Marne-la-Vallee,Ile-de-France,France",20321,FR,City,Active,48.83333,2.63333
1006067,Massy,"Massy,Ile-de-France,France",20321,FR,City,Active,48.72692,2.28301
1006068,Maurepas,"Maurepas,Ile-de-France,France",20321,FR,City,Active,48.76486,1.92923
1006069,Meaux,"Meaux,Ile-de-France,France",20321,FR,City,Active,46.15993,2.75572
1006070,Medan,"Medan,Ile-de-France,France",20321,FR,City,Active,48.95539,1.99494
1006071,Melun,"Melun,Ile-de-France,France",20321,FR,City,Active,48.53333,2.66667
1006072,Mennecy,"Mennecy,Ile-de-France,France",20321,FR,City,Active,48.56903,2.44384
1006073,Meudon,"Meudon,Ile-de-France,France",20321,FR,City,Active,48.81381,2.235
1006075,Montesson,"Montesson,Ile-de-France,France",20321,FR,City,Active,48.90924,2.13754
1006076,Montgeron,"Montgeron,Ile-de-France,France",20321,FR,City,Active,48.70543,2.45039
1006077,Montigny-le-Bretonneux,"Montigny-le-Bretonneux,Ile-de-France,France",20321,FR,City,Active,48.76636,2.03405
1006078,Montlhery,"Montlhery,Ile-de-France,France",20321,FR,City,Active,48.64004,2.27465
1006079,Montreuil,"Montreuil,Ile-de-France,France",20321,FR,City,Active,48.86415,2.44322
1006080,Montrouge,"Montrouge,Ile-de-France,France",20321,FR,City,Active,48.8162,2.31393
1006081,Morigny-Champigny,"Morigny-Champigny,Ile-de-France,France",20321,FR,City,Active,48.44685,2.18352
1006082,Nanterre,"Nanterre,Ile-de-France,France",20321,FR,City,Active,48.89198,2.20675
1006083,Nemours,"Nemours,Ile-de-France,France",20321,FR,City,Active,48.27511,2.69078
1006084,Neuilly-sur-Marne,"Neuilly-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.85373,2.54903
1006085,Neuilly-sur-Seine,"Neuilly-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.8846,2.26965
1006086,Noisy-le-Grand,"Noisy-le-Grand,Ile-de-France,France",20321,FR,City,Active,48.84979,2.56266
1006087,Noisy-le-Sec,"Noisy-le-Sec,Ile-de-France,France",20321,FR,City,Active,48.89148,2.46451
1006088,Nozay,"Nozay,Ile-de-France,France",20321,FR,City,Active,47.56495,-1.62629
1006089,Orly,"Orly,Ile-de-France,France",20321,FR,City,Active,48.74792,2.39252
1006090,Orsay,"Orsay,Ile-de-France,France",20321,FR,City,Active,48.69572,2.18727
1006091,Palaiseau,"Palaiseau,Ile-de-France,France",20321,FR,City,Active,48.71667,2.25
1006092,Pantin,"Pantin,Ile-de-France,France",20321,FR,City,Active,48.89437,2.40935
1006093,Paray-Vieille-Poste,"Paray-Vieille-Poste,Ile-de-France,France",20321,FR,City,Active,48.71402,2.36283
1006094,Paris,"Paris,Paris,Ile-de-France,France",20321,FR,City,Active,45.63972,5.73742
1006095,Pierrefitte-sur-Seine,"Pierrefitte-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.96691,2.36104
1006096,Plaisir,"Plaisir,Ile-de-France,France",20321,FR,City,Active,48.82319,1.9541
1006097,Poissy,"Poissy,Ile-de-France,France",20321,FR,City,Active,48.92902,2.04952
1006098,Provins,"Provins,Ile-de-France,France",20321,FR,City,Active,48.55,3.3
1006099,Puteaux,"Puteaux,Ile-de-France,France",20321,FR,City,Active,48.88341,2.23894
1006100,Rambouillet,"Rambouillet,Ile-de-France,France",20321,FR,City,Active,48.65,1.83333
1006101,Ris-Orangis,"Ris-Orangis,Ile-de-France,France",20321,FR,City,Active,48.6511,2.41406
1006102,Rocquencourt,"Rocquencourt,Ile-de-France,France",20321,FR,City,Active,48.83783,2.10228
1006103,Roissy-en-Brie,"Roissy-en-Brie,Ile-de-France,France",20321,FR,City,Active,48.79159,2.64747
1006104,Roissy-en-France,"Roissy-en-France,Ile-de-France,France",20321,FR,City,Active,49.00443,2.51703
1006105,Romainville,"Romainville,Ile-de-France,France",20321,FR,City,Active,48.8854,2.43482
1006106,Rosny-sous-Bois,"Rosny-sous-Bois,Ile-de-France,France",20321,FR,City,Active,48.87017,2.4991
1006107,Rueil-Malmaison,"Rueil-Malmaison,Ile-de-France,France",20321,FR,City,Active,48.8765,2.18967
1006108,Rungis,"Rungis,Ile-de-France,France",20321,FR,City,Active,48.74607,2.35275
1006109,Saclay,"Saclay,Ile-de-France,France",20321,FR,City,Active,48.7326,2.16923
1006110,Saint-Aubin,"Saint-Aubin,Ile-de-France,France",20321,FR,City,Active,49.50918,3.1893
1006111,Saint-Germain-en-Laye,"Saint-Germain-en-Laye,Ile-de-France,France",20321,FR,City,Active,48.9,2.08333
1006112,Saint-Mande,"Saint-Mande,Ile-de-France,France",20321,FR,City,Active,48.83864,2.41579
1006113,Saint-Ouen-l'Aumone,"Saint-Ouen-l'Aumone,Ile-de-France,France",20321,FR,City,Active,49.04353,2.12134
1006114,Santeny,"Santeny,Ile-de-France,France",20321,FR,City,Active,48.7273,2.57346
1006115,Sarcelles,"Sarcelles,Ile-de-France,France",20321,FR,City,Active,49,2.38333
1006116,Saulx-les-Chartreux,"Saulx-les-Chartreux,Ile-de-France,France",20321,FR,City,Active,48.69062,2.26727
1006117,Savigny-sur-Orge,"Savigny-sur-Orge,Ile-de-France,France",20321,FR,City,Active,48.67678,2.34835
1006118,Serris,"Serris,Ile-de-France,France",20321,FR,City,Active,48.84528,2.78611
1006119,Sevran,"Sevran,Ile-de-France,France",20321,FR,City,Active,48.94472,2.52746
1006120,Sevres,"Sevres,Ile-de-France,France",20321,FR,City,Active,48.82292,2.21757
1006121,Saint-Cloud,"Saint-Cloud,Ile-de-France,France",20321,FR,City,Active,48.84598,2.20289
1006122,Saint-Cyr-l'Ecole,"Saint-Cyr-l'Ecole,Ile-de-France,France",20321,FR,City,Active,48.79865,2.06814
1006123,Saint-Lambert,"Saint-Lambert,Ile-de-France,France",20321,FR,City,Active,48.73183,2.01975
1006124,Saint-Maur-des-Fosses,"Saint-Maur-des-Fosses,Ile-de-France,France",20321,FR,City,Active,48.79395,2.49323
1006125,Saint-Ouen,"Saint-Ouen,Ile-de-France,France",20321,FR,City,Active,48.90654,2.33339
1006126,Saint-Quentin-en-Yvelines,"Saint-Quentin-en-Yvelines,Ile-de-France,France",20321,FR,Neighborhood,Active,"",""
1006127,Sainte-Genevieve-des-Bois,"Sainte-Genevieve-des-Bois,Ile-de-France,France",20321,FR,City,Active,48.64682,2.31965
1006128,Suresnes,"Suresnes,Ile-de-France,France",20321,FR,City,Active,48.87143,2.22929
1006129,Taverny,"Taverny,Ile-de-France,France",20321,FR,City,Active,49.02542,2.21691
1006130,Thiverval-Grignon,"Thiverval-Grignon,Ile-de-France,France",20321,FR,City,Active,48.85108,1.9171
1006131,Thorigny-sur-Marne,"Thorigny-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.88689,2.71806
1006132,Trappes,"Trappes,Ile-de-France,France",20321,FR,City,Active,48.77413,2.01781
1006133,Vaires-sur-Marne,"Vaires-sur-Marne,Ile-de-France,France",20321,FR,City,Active,48.87649,2.63982
1006134,Vanves,"Vanves,Ile-de-France,France",20321,FR,City,Active,48.82345,2.29025
1006135,Vaugrigneuse,"Vaugrigneuse,Ile-de-France,France",20321,FR,City,Active,48.60263,2.12218
1006136,Velizy-Villacoublay,"Velizy-Villacoublay,Ile-de-France,France",20321,FR,City,Active,48.78198,2.19395
1006137,Vernouillet,"Vernouillet,Ile-de-France,France",20321,FR,City,Active,48.7209,1.36951
1006138,Versailles,"Versailles,Ile-de-France,France",20321,FR,City,Active,48.8,2.13333
1006139,Vert,"Vert,Ile-de-France,France",20321,FR,City,Active,48.94292,1.69221
1006140,Vigny,"Vigny,Ile-de-France,France",20321,FR,City,Active,49.07902,1.92806
1006141,Ville-d'Avray,"Ville-d'Avray,Ile-de-France,France",20321,FR,City,Active,48.82358,2.19311
1006142,Villejuif,"Villejuif,Ile-de-France,France",20321,FR,City,Active,48.7939,2.35992
1006143,Villepinte,"Villepinte,Ile-de-France,France",20321,FR,City,Active,48.96203,2.53253
1006144,Villiers-Saint-Frederic,"Villiers-Saint-Frederic,Ile-de-France,France",20321,FR,City,Active,48.81667,1.88333
1006145,Viroflay,"Viroflay,Ile-de-France,France",20321,FR,City,Active,48.80078,2.16181
1006146,Vitry-sur-Seine,"Vitry-sur-Seine,Ile-de-France,France",20321,FR,City,Active,48.78716,2.40332
1006147,Voisins-le-Bretonneux,"Voisins-le-Bretonneux,Ile-de-France,France",20321,FR,City,Active,48.75793,2.05137
1006148,Wissous,"Wissous,Ile-de-France,France",20321,FR,City,Active,48.73352,2.32338
1006149,Ales,"Ales,Languedoc-Roussillon,France",20322,FR,City,Active,44.85,0.86667
1006150,Bagnols-sur-Ceze,"Bagnols-sur-Ceze,Languedoc-Roussillon,France",20322,FR,City,Active,44.1599,4.61776
1006151,Bellegarde,"Bellegarde,Languedoc-Roussillon,France",20322,FR,City,Active,47.98333,2.43333
1006152,Caissargues,"Caissargues,Languedoc-Roussillon,France",20322,FR,City,Active,43.79509,4.37955
1006153,Canet-en-Roussillon,"Canet-en-Roussillon,Languedoc-Roussillon,France",20322,FR,City,Active,42.7,3.01667
1006154,Carcassonne,"Carcassonne,Languedoc-Roussillon,France",20322,FR,City,Active,43.21667,2.35
1006155,Castelnau-le-Lez,"Castelnau-le-Lez,Languedoc-Roussillon,France",20322,FR,City,Active,43.63333,3.9
1006156,Fenouillet-du-Razes,"Fenouillet-du-Razes,Languedoc-Roussillon,France",20322,FR,City,Active,43.15686,2.02929
1006157,Font-Romeu-Odeillo-Via,"Font-Romeu-Odeillo-Via,Languedoc-Roussillon,France",20322,FR,City,Active,42.50552,2.04011
1006158,Lunel,"Lunel,Languedoc-Roussillon,France",20322,FR,City,Active,43.67778,4.13611
1006159,Mende,"Mende,Languedoc-Roussillon,France",20322,FR,City,Active,44.51667,3.5
1006160,Montferrier-sur-Lez,"Montferrier-sur-Lez,Languedoc-Roussillon,France",20322,FR,City,Active,43.66742,3.85439
